term,mean_tfidf
saber,0.0035062922289221276
zancada,0.0035039919044161515
principio,0.0035031527327139497
plan,0.0034932493077594095
general gabeiras,0.003493037471697112
considerar,0.0034926558869557973
llevar,0.003491718926820359
aspectos,0.0034894115538464305
exteriores madrid,0.0034885106695777546
datos,0.003479827130714867
menendez,0.0034763998607014435
abogado defensor,0.0034756790412292958
iba,0.003473568381419304
podría,0.0034729731699887634
pardo zancada,0.003470712017635377
embajada españa,0.0034641547776319117
debía,0.0034610031326773325
comida,0.003458986708811809
jun,0.0034577906106331886
gobierno militar,0.0034570651894390934
acera,0.0034569390216924014
común,0.003455199993678228
embargo,0.0034544692260030005
oliver,0.0034465932707136195
valor,0.003444668255973183
minisdef,0.0034421663387197024
tenga,0.0034387432075315212
asalto congreso,0.003437072948586054
historia,0.0034366935010738788
don jose,0.0034215808232421784
quiero,0.003421352393648795
pruebas,0.003417736541488363
conversaciones,0.0034174545642279923
militar juzgado,0.0034097772444043016
cosas,0.003408313750956799
haciendo,0.0034078747968414673
pudo,0.0034051876279928383
diego,0.003399996276665595
nuevos,0.0033955024773733226
secretario general,0.0033875007520510927
llegado,0.0033855060950723995
vió,0.003381812432067576
políticas,0.0033778130957777238
socialista,0.0033773865055935475
nivel,0.0033729655444339696
trata,0.003368540170954424
evitar,0.003368167740182844
democracia española,0.003363966367815784
llegada,0.003358776808180664
sres,0.003356923955571447
trabajadores,0.003355356709088872
militantes,0.003349018088987816
cuestión,0.0033426612599272167
cid fortea,0.0033397704640078852
fortea,0.0033397704640078852
destaca,0.003338715965144605
partido socialista,0.0033386302185030954
mantiene,0.003337151383207009
jurídico,0.0033357447299544713
revista,0.0033333346508413707
prácticamente,0.003332885912481221
ideología,0.003332106492340522
intervenciones,0.0033287763769754373
government,0.0033260997525959833
comparecencia,0.003326059545470634
quién,0.003324809002275382
fiscal solicita,0.003321823330395641
ayudante,0.0033214250904837718
hubo,0.0033211660962029865
cargo,0.003321165120327387
debido conocimiento,0.003316075232302467
democrático,0.003313562164205467
hayan,0.003309946215855647
relacion,0.0033039952825890473
ministerio fiscal,0.003301518656605982
niega,0.0033010641712209006
oportunidad,0.0033006534539137982
circunstancia,0.0032951039954534833
motivos,0.0032949800093063373
finalmente,0.003288097040948349
preguntado,0.003278577757862874
visitas,0.00327293726342659
mantener,0.0032711226645947915
sensación,0.0032695168122808147
regiones,0.003266318474197395
partes,0.0032661060050110766
postura,0.0032646433801469957
manera,0.0032623925488109366
diferentes,0.0032600048419850727
previa,0.003257691000379668
proyecto,0.003255252244822913
ordena,0.003255169613865686
tan,0.0032543559380479215
puntos,0.003253203986138875
recuerda,0.003251580456248456
hablando,0.003248918682310716
responsabilidades,0.003244028499705304
realidad,0.0032428484313307133
llama,0.003242183294611671
capitán abad,0.003241472242483691
luis alvarez,0.0032397726169922834
tratado,0.0032343970036141315
seguir,0.0032332352190643176
favor,0.0032324690483882734
dejar,0.003228555422554361
comisión,0.003228409425609203
régimen,0.0032266848148583896
particular,0.0032258365022015023
constancia,0.0032193633561747176
telegrama,0.0032185163522686086
objetivos,0.0032163456416859294
organización,0.0032153558363529223
posterior,0.0032077689761334086
artillería,0.0032034599690145497
trabajo,0.003202981156211111
intento golpe,0.0032026550200169026
ocasiones,0.0032018174668792345
spanish people,0.003194860402156768
mientras,0.0031947426089394626
izquierda,0.0031931180396017407
acaecidos días,0.0031913156013466393
art código,0.0031889842020538456
coronel guardia,0.0031887217880713615
paro,0.0031869330448692484
manifestado,0.0031859317622298586
necesario,0.0031841645237373414
esposa,0.003176085213470084
autoridad militar,0.003170327930889676
vida,0.003168041214471372
feb,0.003166792148717663
varias,0.0031634300969208594
columna,0.0031567167519591863
supuesta,0.0031563714896111704
cumplir,0.003154610236967498
san martin,0.003154446998384665
amigos,0.003154300486181902
asistencia,0.0031531512398606716
reuniones,0.0031493485438387247
testifical,0.0031486713452585037
prueba testifical,0.0031486713452585037
king juan,0.0031452527371817534
rey don,0.0031448063576845235
